243,"FAURE, Gabriel",Piano Quartet No.1 in C minor,Op. 15,Ch,Brilliant Classics 94859,"Jacqueline Eymar, Piano; Gunther Kehr, Violin; Eric Sichermann, Viola; Bernhard Braunholz, Cello. Also Cass. 147A: Jacques Hubeau, Piano; Raymond Gallois-Montbrun, Violin; C. Lequiem, Alto; A. Navarra, Cello"
244,"FAURE, Gabriel",Piano Quartet No.2 in G major,Op. 45,Ch,Brilliant Classics 94859,"Jacqueline Eymar, Piano; Gunther Kehr, Violin; Eric Sichermann, Viola; Bernhard Braunholz, Cello. Also Cass. 146B: Jacques Hubeau, Piano; Raymond Gallois-Montbrun, Violin; C. Lequiem, Alto; A. Navarra, Cello"
245,"FAURE, Gabriel",Piano Quintet in C minor,Op. 115,Ch,Brilliant Classics 94859,"Jacqueline Eymar, Piano; Gunther Kehr, Werner Neuhaus, Violins; Eric Sichermann, Viola; Bernhard Braunholz, Cello"
246,"FAURE, Gabriel",Piano Quintet in D minor,Op. 89,Ch,Brilliant Classics 94859,"Jacqueline Eymar, Piano; Gunther Kehr, Werner Neuhaus, Violins; Eric Sichermann, Viola; Bernhard Braunholz, Cello"
247,"FAURE, Gabriel",Piece for Flute and Piano (arr. Trevor Wye0,,Ch,AAM Recording ,"Mark Sparks, Flute; Clinton Adams, Piano"
248,"FAURE, Gabriel",Romance for Cello and Piano,"Op, 69",Ch,Hyperion-CDA 66235,"Steven Isserlis, Cello; Pascal Devoyon, Piano"
249,"FAURE, Gabriel",Romance for Violin and Piano,Op. 28,Ch,NAXOS 8.556679,"Dong-Suk Kang, Violin; Pascal Devoyon, Piano"
250,"FAURE, Gabriel",Sicilienne,Op.  78,Ch,Hyperion-CDA 66235,"Steven Isserlis, Cello; Pascal Devoyon, Piano"
251,"FAURE, Gabriel",Sonata No. 1 for Violin and Piano in A major,Op. 13,Ch,RCA 09026,"Pinchas Zukerman, Violin; Marc Neikrug, Piano"
252,"FAURE, Gabriel",Sonata No. 2 in G minor for Cello and Piano,Op.  117,Ch,Hyperion-CDA 66235,"Steven Isserlis, Cello; Pascal Devoyon, Piano"
253,"FAURE, Gabriel",String Quartet in E minor,Op. 121,Ch,NAXOS 8.554722,"Ad Libitum Quartet: Bogdan Bisoc, Adrian Berescu, Violins; Serban Mereuta, Viola; Filip Papa, Cello"
254,"FAURE, Gabriel","Trio for Piano, Violin & Cello in D",Op.  120,Ch,TELDEC 2292-44937,"Trio Fontenay: Wolf Harden, Piano; Michael Mucke, Violin; Niklas Schmidt, Cello"
255,"FINZI, Gerald",Five Bagatelles for Clarinet & Piano,Op. 23,Ch,Chandos 8549,"Gervase De Peyer, Clarinet; Gwenneth Pryor, Piano"
256,"FRANCAIX, Jean",Tema con Variazoni pour Clarinette et Piano,,Ch,KOCH-3-7186-2H1,"Ron Samuels, Clarinet; Frances Renzi, Piano. Also Harmonia Mundi 911596: Ronald Van Spaendonck, Clarinet, Alexandre Tharaud, Piano"
257,"FRANCAIX, Jean",Wind Quintet No. 1,,Ch,BBC Vol. 12/11,"Galliard Ensemble: Kathryn Thomas, Flute; Owen Dennis, Oboe; Katherine Spencer, Clarinet; Richard Bayliss, Horn; Helen Smith, Bassoon"
258,"FRANCK, Cesar",Piano Quintet in F minor,,Ch,NAXOS 8.553645,"Michael Levinas, Piano; Quatuor Ludwig: Jean-Philippe Audoli, Elneid Owen, Violin; Padrig Faure, Viola; Anne Copery, Cello"
259,"FRANCK, Cesar",Sonata for Cello and Piano in A major (arranged from the violin sonata by Delsart),Op. 8,Ch,EMI CDC 563184,"Jacqueline du Pre, Cello; Daniel Barenboim, Piano"
260,"FRANCK, Cesar",Sonata for Violin and Piano in A major,Op. 8,Ch,NAXOS 8550417,"Takako Nishizaki, Violin; Jeno Jando, Piano - Also RCA 09026: Zuckerman, Violin; Neikrug, Piano. Also BBC Vol. 15/9: Alina Ibragimova/Cedric Tiberghien. Also London 421 154: Kyung Wha Chung/Radu Lupu"
261,"FRANCOEUR, Francois",Symphonies du Festin Royal - Suite No. 4,,Ch,DG 413-670,"Adolf Scherbaum, Stanislav Simek, Trumpets; Paul Kuentz Chamber Orchestra, Paul Kuentz"
262,"FRESCOBALDI, Girolamo","Canzon prima, seconda, terza, quarta e quinta",,Ch,SONY MHK 62353,"E. Power Biggs, Organ; Boston Brass Ensemble, Daniel Pinkham, Harpsichord"
263,"GADE, Jacob",Jealousy Tango,,Ch,NAXOS 8.557004,"Razumovsky Orchestra, Peter Breiner"
264,"GAUBERT, Philippe",Fantaisie pour Clarinette et Piano,,Ch,Harmonia Mundi 911596,"Ronald Van Spaendonck, Clarinet; Alexandre Tharaud, Piano. Also CDR 90000 121: Mathieu Dufour, Flute; Kuang-Hao Chuang, Piano"
265,"GERSHWIN, George","It ain't necessarily so, from Porgy and Bess, arranged for Violin by Jascha Heifetz",,Ch,BBC Vol. 26/02,"Elena Urioste, Violin; Tom Poster, Piano"
266,"GIMENEZ, Jeronimo",El Baile de Luis Alonso: Intermedio,,Ch,PHILIPS 108790,"Los Romeros: Pepe Romero, Celedonio Romero, Celin Romero, Celino Romero"
267,"GIMENEZ, Jeronimo",La Boda de Luis Alonso: Malaguena - Zapatedo,,Ch,PHILIPS 108790,"Los Romeros: Pepe Romero, Celedonio Romero, Celin Romero, Celino Romero"
268,"GIULIANI, Mauro",Duo Concertante for Violin and Guitar,Op. 25,Ch,E-HCX-3957116,"Monica Huggett, Violin; Richard Savino, Guitar"
269,"GIULIANI, Mauro",Grand Sonata in A major for Flute and Guitar,Op. 85,Ch,162-A,"Jean-Pierre Rampal, Flute; Rene Bartoli, Guitar"
270,"GIULIANI, Mauro",Grande Ouverture,Op. 61,Ch,PHILIPS 454 262,"Pepe Romero, Guitar"
271,"GIULIANI, Mauro",Six Cavatine,Op. 39,Ch,BBC Vol. 29/08,"Alessandro Fisher, Tenor; Thibaut Garcia, Guitar"
272,"GLAZUNOV, Alexander",Chant du menestrel,Op. 71,Ch,DELOS DE 1014,"Clara Rockmore, Theremin; Nadia Reisenberg, Piano"
273,"GLAZUNOV, Alexander",Meditation in D for Violin and Piano,Op. 32,Ch,MLT2 6392,"Lisa Ferrigno, Violin; Keiko Andrews, Piano. Also EMI 7243-5-67005: Jascha Heifetz, Violin; Arpad Sandor, Piano"
274,"GRIEG, Edvard","Lyric Pieces, Book 1 - Arietta",Op. 12/1,Ch,NAXOS 8550417,"Takako Nishizaki, Violin; Jeno Jando, Piano"
275,"GRIEG, Edvard","Lyric Pieces, Book 10 - Efterklang (Remembrances)",Op. 71/7,Ch,NAXOS 8550417,"Takako Nishizaki, Violin; Jeno Jando, Piano. Also LaserLight 14040: No. 5: Norwegian Dance (Halling): Budapest Strings, Karoly Botvay"
276,"GRIEG, Edvard","Lyric Pieces, Book 2 - Berceuse",Op. 38/1,Ch,NAXOS 8550417,"Takako Nishizaki, Violin; Jeno Jando, Piano"
277,"GRIEG, Edvard","Lyric Pieces, Book 3 - Voglein (Little bird)",Op. 43/4,Ch,NAXOS 8550417,"Takako Nishizaki, Violin; Jeno Jando, Piano"
278,"GRIEG, Edvard","Lyric Pieces, Book 9 - Badnlat (Cradle Song)",Op. 68/5,Ch,NAXOS 8550417,"Takako Nishizaki, Violin; Jeno Jando, Piano"
279,"GRIEG, Edvard",Sonata for Violin and Piano No. 1 in F,Op. 8,Ch,Harmonia Mundi 1951492,"Olivier Charlier, Violin; Brigitte Engerer, Piano"
280,"GRIEG, Edvard",Sonata for Violin and Piano No. 2 in G,Op. 13,Ch,Harmonia Mundi 1951492,"Olivier Charlier, Violin; Brigitte Engerer, Piano"
281,"GRIEG, Edvard",Sonata for Violin and Piano No. 3 in C minor,Op. 45,Ch,NAXOS 8550417,"Takako Nishizaki, Violin; Jeno Jando, Piano. Also RAC-09026-62165; Kreisler, Rachmaninoff. Also Harmonia Mundi 1951492: Olivier Charlier, Violin, Brigitte Engerer, Piano"
282,"GRIEG, Edvard",String Quartet in G minor,Op. 27,Ch,DG B00 06340,"Emerson String Quartet: P. Setzer, E. Drucker, Violin; L. Dutton, Viola; D. Finckel, Cello. Also Cass. 12B: Norwegian String Quartet: H. Aadland, M. Elisabeth Steen, Violins; O. Bauer, Viola; M. Olsen Carr, Cello"
283,"HALFFTER, Ernesto",Danza de la Gitana,,Ch,EMI 7243 5 74765,"EMI 7243 5 74765: Itzhak Perlman, Violin, Samuel Sanders, Piano"
284,"HANDEL, George Frideric",Passacaglia in G minor for Violin and Cello from Harpsichord Suite No. 7,HWV432,Ch,EMI 7243-5-56963,"Nigel Kennedy, Violin; Lynn Harrell, Cello. Also Warner Classics, arranged for Violin & Viola: Itzhak Perlman, Violin; Pinchas Zukerman, Viola. Also Cassette 19-B, : Jascha Heifetz, Violin; Gregor Piatigorsky, Cello"
285,"HANDEL, George Frideric",Sonata for Flute and Harpsichord in E minor OP. 1/1b,HWV359b,Ch,Hyperion CDS 44411,"Lisa Beznosiuk, Flute; Paul Nichoslon, Harpsichord"
286,"HANDEL, George Frideric","Sonata for Flute Op. 1/1a in E minor, ",HWV379,Ch,Hyperion CDS 44411,"Lisa Beznosiuk, Flute; Paul Nichoslon, Harpsichord"
287,"HANDEL, George Frideric","Sonata for Flute, ""Halle"", Op. 1/2 in E minor & OP. 1/3 in B minor",HWV375/376,Ch,Hyperion CDS 44411,"Lisa Beznosiuk, Flute; Paul Nichoslon, Harpsichord. Also YT 32371-B: Jean-Pierre Rampal, Flute; Robert Veyron-Lacroix, Harpsichord"
288,"HANDEL, George Frideric",Sonata for Oboe in B flat major,HWV357,Ch,Hyperion CDS 44411,"Paul Goodwin, Oboe; Paul Nicholson, Cello"
289,"HANDEL, George Frideric","Sonata for Oboe in C minor, Op. 1/8",HWV366,Ch,Hyperion CDS 44411,"Paul Goodwin, Oboe; Paul Nicholson, Cello"
290,"HANDEL, George Frideric",Sonata for Violin and Basso Continuo in A major Op. 1/1,HWV359a,Ch,Hyperion CDS 44411,"Elizabeth Wallfisch, Violin; Paul Nicholson, Harpsichord"
291,"HANDEL, George Frideric",Sonata for Violin and Basso Continuo in A major Op. 1/3,HWV361,Ch,Archiv - 415 497-2,"Simon Standage, Violin; Anthony Pleeth, Cello; Trevor Pinnock, Harpsichord. Also Cass 119A: Susanne Lautenbacher, Violin; Hugo Ruf, Harpsichord; Johannes Koch, Viola da Gamba"
292,"HANDEL, George Frideric",Sonata for Violin and Basso Continuo in G major,HWV358,Ch,Hyperion CDS 44411,"Elizabeth Wallfisch, Violin; Paul Nicholson, Harpsichord"
293,"HANDEL, George Frideric",Sonata for Violin and Basso Continuo in G minor Op. 1/6,HWV364a,Ch,Hyperion CDS 44411,"Elizabeth Wallfisch, Violin; Paul Nicholson, Harpsichord"
294,"HANDEL, George Frideric","Sonatas for Flute and Harpsichord ""Halle"" Op. 1/1 in A minor",HWV374,Ch,Hyperion CDS 44411,"Lisa Beznosiuk, Flute; Paul Nichoslon, Harpsichord. Also YT 32371-B: Jean-Pierre Rampal, Flute; Robert Veyron-Lacroix, Harpsichord"
295,"HANDEL, George Frideric",Sonatas for Flute and Harpsichord Op. 1/5 in G major,HWV363b,Ch,Hyperion CDS 44411,"Lisa Beznosiuk, Flute; Paul Nichoslon, Harpsichord. Also YT 32371-B: Jean-Pierre Rampal, Flute; Robert Veyron-Lacroix, Harpsichord"
296,"HANDEL, George Frideric",Sonatas for Flute and Harpsichord Op. 1/9 in B minor,HWV367b,Ch,Hyperion CDS 44411,"Lisa Beznosiuk, Flute; Paul Nichoslon, Harpsichord. Also YT 32371-B: Jean-Pierre Rampal, Flute; Robert Veyron-Lacroix, Harpsichord"
297,"HANDEL, George Frideric","Sonatas for Recorder and Basso Continuo in A minor, Op. 1/4",HWV362,Ch,Hyperion CDS 44411,"Rachel Beckett, Recorder; Richard Tunnicliffe, Cello; Paul Nicholson, Harpsichord"
298,"HANDEL, George Frideric",Sonatas for Recorder and Basso Continuo in B flat major,HWV377,Ch,Hyperion CDS 44411,"Rachel Beckett, Recorder; Richard Tunnicliffe, Cello; Paul Nicholson, Harpsichord"
299,"HANDEL, George Frideric","Sonatas for Recorder and Basso Continuo in C major, Op. 1/7",HWV365,Ch,Harmonia Mundi 901253,"Michel Piguet, Recorder; Charles Medlam, Cello; John Tell, Harpsichord. Also Hyperion CDS44411: Rachel Beckett, Recorder; Richard Tunnicliffe, Cello; Paul Nicholson, Harpsichord"
300,"HANDEL, George Frideric","Sonatas for Recorder and Basso Continuo in D major, Op. 1/9a",HWV367a,Ch,Hyperion CDS 44411,"Rachel Beckett, Recorder; Richard Tunnicliffe, Cello; Paul Nicholson, Harpsichord"
301,"HANDEL, George Frideric","Sonatas for Recorder and Basso Continuo in F major, Op. 1/11",HWV369,Ch,Harmonia Mundi 901253,"Michel Piguet, Recorder; Charles Medlam, Cello; John Tell, Harpsichord. Also Hyperion CDS44411: Rachel Beckett, Recorder; Richard Tunnicliffe, Cello; Paul Nicholson, Harpsichord"
302,"HANDEL, George Frideric","Sonatas for Recorder and Basso Continuo in G minor, Op. 1/2",HWV360,Ch,Harmonia Mundi 901253,"Michel Piguet, Recorder; Charles Medlam, Cello; John Tell, Harpsichord. Also Hyperion CDS44411: Rachel Beckett, Recorder; Richard Tunnicliffe, Cello; Paul Nicholson, Harpsichord"
303,"HANDEL, George Frideric","Sonatas for Violin and Continuo in D, OP. 1/13",HWV371,Ch,Hyperion CDS 44411,"Elizabeth Wallfisch, Violin; Paul Nicholson, Harpsichord. Also Cass, 119: Susanne Lautenbacher, Violin; Hugo Ruf, Harpsichord; Johannes Koch, Viola da Gamba"
304,"HANDEL, George Frideric",Sonatas for Violin and Continuo Op. 1/10 in G minor,HWV368,Ch,119-A,"Susanne Lautenbacher, Violin; Hugo Ruf, Harpsichord; Johannes Koch, Viola da Gamba"
305,"HANDEL, George Frideric",Sonatas for Violin and Continuo OP. 1/12 in F major,HWV370,Ch,119-A,"Susanne Lautenbacher, Violin; Hugo Ruf, Harpsichord; Johannes Koch, Viola da Gamba"
306,"HANDEL, George Frideric",Sonatas for Violin and Continuo OP. 1/14 in A major,HWV372,Ch,119-A,"Susanne Lautenbacher, Violin; Hugo Ruf, Harpsichord; Johannes Koch, Viola da Gamba"
307,"HANDEL, George Frideric",Sonatas for Violin and Continuo OP. 1/15 in E major,HWV373,Ch,119-A,"Susanne Lautenbacher, Violin; Hugo Ruf, Harpsichord; Johannes Koch, Viola da Gamba"
308,"HANDEL, George Frideric","Trio Sonata for Flute, Violin and Basso Continuo in B minor, Op. 2/1",HWV386,Ch,Archiv - 415 497-2,"Lisa Beznosiuk, Flute; Simon Standage, Violin; Anthony Pleeth, Cello; Trevor Pinnock, Harpsichord. Also Cass. 152-B: Same Recording"
309,"HANDEL, George Frideric","Trio Sonata for Two Violins and Basso Continuo in B flat major, Op. 2/3",HWV388,Ch,Archiv - 415 497-2,"Simon Standage, Micaela Comberti, Violins; Anthony Pleeth, Cello; Trevor Pinnock, Harpsichord. Also Cass. 152-B: Same Recording"
310,"HANDEL, George Frideric",Trio Sonata for Two Violins and Basso Continuo in D major. Op. 5/2,HWV397,Ch,Archiv - 415 497-2,"Simon Standage, Micaela Comberti, Violins; Anthony Pleeth, Cello; Trevor Pinnock, Harpsichord. Also Cass. 152-B: Same Recording"
311,"HANDEL, George Frideric",Trio Sonata for Two Violins and Basso Continuo in G major. Op. 5/4,HWV399,Ch,Archiv - 415 497-2,"Simon Standage, Micaela Comberti, Violins; Anthony Pleeth, Cello; Trevor Pinnock, Harpsichord. Also Cass. 152-A: Same Recording"
312,"HANDEL, George Frideric",Trio Sonata for Two Violins and Basso Continuo in G minor,HWV393,Ch,Archiv - 415 497-2,"Simon Standage, Micaela Comberti, Violins; Anthony Pleeth, Cello; Trevor Pinnock, Harpsichord. Also Cass. 152-A: Same Recording"
313,"HANDEL, George Frideric",Trio Sonatas for Oboe and Continuo No. 1 - 6,HWV380-385,Ch,Helios CDH55280,"CONVIVIUM: Anthony Robson, Oboe; Elizabeth Wallfisch, Violin; Richard Tunnicliffe, Cello; Paul Nicholson, Harpsichord. Also Cass. 98A: Sonata No. 5, HWV384; L'Ecole d'Orphee"
314,"HAYDN, Joseph","Divertimento No. 1 in D for Flute, Violin & Cello",Hob IV/6,Ch,Cantilena Records 66013,"Laurel Zucker, Flute; Shirien Taylor, Violin; Samuel Magill, Cello"
315,"HAYDN, Joseph","Divertimento No. 2 in G for Flute, Violin & Cello",Hob IV/7,Ch,Cantilena Records 66013,"Laurel Zucker, Flute; Shirien Taylor, Violin; Samuel Magill, Cello"
316,"HAYDN, Joseph","Divertimento No. 3 in D for Flute, Violin & Cello",Hob IV/8,Ch,Cantilena Records 66013,"Laurel Zucker, Flute; Shirien Taylor, Violin; Samuel Magill, Cello"
317,"HAYDN, Joseph","String Quartet No. 32 in C, Op. 20/2",Hob III/32,Ch,BMG GD 71959,"Quartetto Esterhazy Amsterdam: Jaap Schroder, Alda Stuurop, Violins; Wiel Peeters, Viola; Wouter Moller, Cello. Also Cass. 105-B: Czech Philharmonic Quartet"
318,"HAYDN, Joseph","String Quartet No. 34 in D, Op. 20/4",Hob III/34,Ch,BMG GD 71959,"Quartetto Esterhazy Amsterdam: Jaap Schroder, Alda Stuurop, Violins; Wiel Peeters, Viola; Wouter Moller, Cello"
319,"HAYDN, Joseph","String Quartet No. 61 in D minor, ""Fifths"", Op. 76/2",Hob III/76,Ch,NAXOS 8.550129,"Kodaly Quartet: Attila Falvay, Tamas Szabo, Violins; Gabor Fias, Viola; Janos Devich, Cello"
320,"HAYDN, Joseph","String Quartet No. 62 in C major, ""Emperor"", Op. 76/3",Hob III/77,Ch,NAXOS  8.550129,"Kodaly Quartet: Attila Falvay, Tamas Szabo, Violins; Gabor Fias, Viola; Janos Devich, Cello"
321,"HAYDN, Joseph","String Quartet No. 63 in B flat major, ""Sunrise"", Op. 76/4",Hob III/78,Ch,NAXOS  8.550129,"Kodaly Quartet: Attila Falvay, Tamas Szabo, Violins; Gabor Fias, Viola; Janos Devich, Cello. Also BBC Vol. 8/11: Jerusalem Quartet"
322,"HAYDN, Joseph","String Quartet No. 67 in D, ""The Lark"", Op. 64/5",Hob III/67,Ch,BBC Vol. 26/11,"Calidore String Quartet: Jeffrey Myers, Ryan Meehan, Violins; Jeremy Berry, Viola; Estelle Choi, Cello"
323,"HAYDN, Joseph","String Quartet No. 68 in E flat, Op. 64/6",Hob III/68,Ch,BBC Vol. 19/06,"Elias String Quartet: Sara Bitlloch, Violin; Donald Grant, Violn; Martin Saving, Viola; Marie Bitlloch, Cello"
324,"HAYDN, Joseph",Trio No. 1  in C for Two Flutes and Cello,Hob IV/1,Ch,Cantilena Records 66013,"Laurel Zucker, Renee Siebert, Flutes; Samuel Magill, Cello"
325,"HAYDN, Joseph",Trio No. 18 for Piano in A major,Hob XV/18,Ch,CPO 999-468,"Harald Hoeren, Piano; Susanne von Bausznern, Violin; Philipp Bosbach, Cello"
326,"HAYDN, Joseph",Trio No. 19 for Piano in B flat major,Hob XV/19,Ch,CPO 999-468,"Harald Hoeren, Piano; Susanne von Bausznern, Violin; Philipp Bosbach, Cello"
327,"HAYDN, Joseph",Trio No. 2  in G for Two Flutes and Cello,Hob IV/2,Ch,Cantilena Records 66013,"Laurel Zucker, Renee Siebert, Flutes; Samuel Magill, Cello. Also Cass 21-B: Serafin Camillo, Nello Nervi, Flutes; Renata Como, Cello; Spoleto Chamber Orchestra, Alessandro Scarone "
328,"HAYDN, Joseph",Trio No. 20 for Piano in B flat major,Hob XV/20,Ch,CPO 999-468,"Harald Hoeren, Piano; Susanne von Bausznern, Violin; Philipp Bosbach, Cello"
329,"HAYDN, Joseph",Trio No. 3  in G for Two Flutes and Cello,Hob IV/3,Ch,Cantilena Records 66013,"Laurel Zucker, Renee Siebert, Flutes; Samuel Magill, Cello"
330,"HAYDN, Joseph",Trio No. 4  in G for Two Flutes and Cello - Allegro,Hob IV/4,Ch,Cantilena Records 66013,"Laurel Zucker, Renee Siebert, Flutes; Samuel Magill, Cello"
331,"HAYDN, Joseph",Trio No. 5 for Piano in G major,Hob XV/5,Ch,CPO 999-468,"Harald Hoeren, Piano; Susanne von Bausznern, Violin; Philipp Bosbach, Cello"
332,"HERZOGENBERG, Heinrich","Trio for Horn, Oboe and Piano",Op.  61,Ch,NAXOS 8.550441,"Jenoe Kevehazi, Horn; Jeno Jando, Piano; Jozsef Kiss, Oboe"
333,"HINDEMITH, Paul",Kleine Kammermusik for Wind Quintet,Op.  24/2,Ch,SONY SK 64400,"Wolfgang Schulz, Flute; Hansjorg Schellenberger, Oboe; Karl Leister, Clarinet; Gunter Hogner, Horn; Milan Turkovic, Bassoon"
334,"HINDEMITH, Paul",Octet for Winds and Strings,,Ch,SONY-SMK 46250,"Theresa Tunnicliff, Clarinet; Patricia Rogers, Bassoon; Victoria Eisen, Horn; Todd PHILIPS, Violin; Paul Neubauer/Toby Hoffman, Violas; Siegfried Palm, Cello; Gail Kruvand, Double Bass"
335,"HINDEMITH, Paul",Sonata for Bassoon and Piano,,Ch,SONY SK 64400,"Milan Turkovic, Bassoon; Ferenc Bognar, Piano"
336,"HINDEMITH, Paul",Sonata for English Horn and Piano,,Ch,SONY SK 64400,"Hansjorg Schellenberger, English Horn; Ferenc Bognar, Piano"
337,"HINDEMITH, Paul",Sonata for Flute and Piano,,Ch,SONY SK 64400,"Wolfgang Schulz, Flute; Ferenc Bognar, Piano"
338,"HINDEMITH, Paul",Sonata for Horn and Piano,,Ch,SONY SK 64400,"Gunter Hogner, Horn; Ferenc Bognar, Piano"
339,"HONEGGER, Arthur",Sonatine pour Clarinette et Piano,H 42,Ch,Harmonia Mundi 911596,"Ronald Van Spaendonck, Clarinet; Alexandre Tharaud, Piano"
340,"HOOVER, Katherine",Winter Spirits for Solo flute,,Ch,AAM Recording,"Mark Sparks, Flute"
341,"HOROVITZ, Joseph",Sonatina for Clarinet and Piano,,Ch,Chandos 8549,"Gervase De Peyer, Clarinet; Gwenneth Pryor, Piano"
342,"HOVHANESS, Alan","Khaldis - Concerto for Piano, 4 Trumpets & Percussion",Op. 91,Ch,046-A,"William Masselos, Piano; Izler Solomon, Conductor"
343,"HOVHANESS, Alan",The Spirit of Ink for Three Flutes,Op. 230,Ch,Crystal Records CD809,"Samuel Baron, Flute (For all Three Parts)"
344,"HUE, George",Fantasia for Flute and Piano,,Ch,AAM Recording,"Mark Sparks, Flute, Clinton Adams, Piano. Also CDR 90000 121: Mathieu Dufour, Flute; Kuang-Hao Chuang, Piano"
345,"IBERT, Jacques",Aria for Flute and Piano,,Ch,EMI 56488,"Emmanuel Pahud, Flute; Eric Le Sage, Piano"
346,"IBERT, Jacques",Jeux for Flute and Piano,,Ch,EMI 56488,"Emmanuel Pahud, Flute; Eric Le Sage, Piano"
347,"IRELAND, John",Fantasy-Sonata in E flat for Clarinet and Piano,,Ch,Chandos 8549,"Gervase De Peyer, Clarinet; Gwenneth Pryor, Piano"
348,"JANACEK, Leos",Capriccio for Piano (left hand) and Wind Instruments,,Ch,DG 449-764,"K. Bobzien, Flute; D. Sonntag, Piccolo; W. Bauer, K. Hertel, Trumpet; M. Sten, Tenortuba; L. Zirkelbach, Trombone; C. Renk, A. Hartenstein, Posaune; Rafael Kubelik, Conductor"
349,"JANACEK, Leos",Concertino for Piano and Chamber Ensemble,,Ch,DG 449-764,"Rudolf Firkusny, Members of the Bavarian Radio Symphony Orchestra, Rafael Kubelik, Conductor. Also 069-A: Melos Ensemble; Lamark Rossen, Piano. "
350,"JANACEK, Leos",Pohadka (Fairy Tale) for Cello and Piano,S. 62,Ch,NAXOS 8.553895,"Mikael Ericsson, Cello; Frantisek Maly, Piano. Also Endeavour Classics END 1013: Denise Djokic, Cello; David Jalbert, Piano"
351,"JANACEK, Leos",Sonate for Violin and Piano,,Ch,NAXOS 8.553895,"Jana Vlachova, Violin; Frantisek Maly, Piano"
352,"JANACEK, Leos","String Quartet No. 1, ""Kreutzer Sonata""",,Ch,NAXOS 8.553895,"Vlach Quartet Prague: J. Vlachova, O. Kuhal, violins; P. Verner, viola; M. Ericsson, Cello. Also ALC 1079: Vanbrugh Quartet: G. Ellis, E. Charleson, violins; S. Aspell, viola; Ch. Marwood, cello. Also BBC Vol. 30/9: Pavel Haas Quartet"
353,"JANACEK, Leos","String Quartet No. 2, ""Intimate Letters""",,Ch,NAXOS 8.553895,"Vlach Quartet Prague: Jana Vlachova, Ondrej Kuhal, Violins; Peter Verner, Viola; Mikael Ericsson, Cello"
354,"JOLIVET, Andre",Chant de Linos for Flute and Piano,,Ch,EMI 56488,"Emmanuel Pahud, Flute; Eric Le Sage, Piano"
355,"KODALY, Zoltan",Duo for Violin and Cello,Op. 7,Ch,CACD 0810,"Thelma Handy, Violin; Lionel Handy, Cello. Also EMI 7243-5-56963Nigel Kennedy, Violin; Lynn Harrell, Cello"
356,"KODALY, Zoltan",Sonata for Cello and Piano,Op. 4,Ch,CACD 0810,"Lionel Handy, Cello; Nigel Clayton, Piano. Also Cass. 10-B: Miklos Perenyi, Cello; Jeno Jando, Piano"
357,"KORNGOLD,  Erich Wolfgang",Much Ado About Nothing - Suite,Op. 11,Ch,DG 439 886-2,"Gil Shaham, Violin; Andre Previn, Piano; London Symphony Orchestra, Andre Previn"
358,"KREISLER, Fritz",Allegretto in the style of Boccherni,,Ch,Vanguard Classics OOVC 5053,"Mischa Elman, Violin; Joseph Seiger, Piano"
359,"KREISLER, Fritz",Andantine in the style of Martini,,Ch,Vanguard Classics OOVC 5053,"Mischa Elman, Violin; Joseph Seiger, Piano"
360,"KREISLER, Fritz",Caprice Viennois,Op. 9,Ch,Vanguard Classics OOVC 5053,"Mischa Elman, Violin; Joseph Seiger, Piano"
361,"KREISLER, Fritz",La Gitana,,Ch,Vanguard Classics OOVC 5053,"Mischa Elman, Violin; Joseph Seiger, Piano"
362,"KREISLER, Fritz",Liebesfreud,,Ch,DECCA B0002783,"Joshua Bell, Violin; Paul Coker, Piano. Also Vanguard Classics OOVC 5053: Mischa Elman, Violin; Joseph Seiger, Piano. Also DG 449-923: Gil Shaham, Violin; Orpheus Chamber Or. (Orchestrated by Clark McAlister). Also MDT 44902A: Cho-Liang Lin, Violin; Sandra Rivers, Piano. "
363,"KREISLER, Fritz",Liebeslied,,Ch,MLT2 6392,"Lisa Ferrigno, Violin; Keiko Andrews, Piano. Also DECCA B0002783: Joshua Bell, Violin; Paul Coker, Piano. Also DG 449-923: Gil Shaham, Violin; Orpheus Chamber Or. (Orchestrated by Clark MacAlister)"
364,"KREISLER, Fritz",Malaguena in the style of Granados,,Ch,Vanguard Classics OOVC 5053,"Mischa Elman, Violin; Joseph Seiger, Piano"
365,"KREISLER, Fritz",Praeludium and Allegro in the style of Pugnani,,Ch,Vanguard Classics OOVC 5053,"Mischa Elman, Violin; Joseph Seiger, Piano"
366,"KREISLER, Fritz",Precieuse in the style of Couperin,,Ch,Vanguard Classics OOVC 5053,"Mischa Elman, Violin; Joseph Seiger, Piano"
367,"KREISLER, Fritz",Preghiera in the style of Martini,,Ch,Vanguard Classics OOVC 5053,"Mischa Elman, Violin; Joseph Seiger, Piano"
368,"KREISLER, Fritz",Rondino on a Theme of Beethoven,,Ch,Vanguard Classics OOVC 5053,"Mischa Elman, Violin; Joseph Seiger, Piano"
369,"KREISLER, Fritz",Schon Rosmarin,,Ch,DECCA B0002783,"Joshua Bell, Violin; Paul Coker, Piano. Also Vanguard Classics OOVC 5053: Mischa Elman, Violin; Joseph Seiger, Piano. Also DG 449-923: Gil Shaham, Violin; Orpheus Chamber Orchestra (Orchestrated by Clark McAlister)"
370,"KREISLER, Fritz",Sicilienne and Rigaudon in the style of Francoeur,,Ch,Vanguard Classics OOVC 5053,"Mischa Elman, Violin; Joseph Seiger, Piano"
